Model Species,Model Gene symbol, Model Gene Name, Human Gene Symbol, Entrez Gene ID, MGI ID, ABA ID, Model ID, Primary Reference, Additional Reference, Model Summary
Mus musculus,Mecp2,methyl CpG binding protein 2,MECP2,17257,http://www.informatics.jax.org/javawi2/servlet/WIFetch?page=markerDetail&key=15763,http://mouse.brain-map.org/brain/Mecp2.html?ispopup=47,"MECP2_12_KO_HT,MECP2_5_KO_HE,MECP2_6_CN_KO_HM,MECP2_1_KO_HM,MECP2_2_CN_KO,MECP2_3_CN_HM,MECP2_4_308T,MECP2_34_TG,MECP2_16_KO_HE,MECP2_11_KO_HE,MECP2_10_KO_HM,MECP2_10_KO_HM_Ampakine,MECP2_7_S80A_KI_HM,MECP2_8_CN_KD_HM,MECP2_10_PET1_CN_KO_HM,MECP2_9_TH_CN_KO_HM,MECP2_13_KO_HE,MECP2_14_A140V_HE,MECP2_15_A140V_HT,MECP2_17_CN_KO_HE,MECP2_18_CN_KO_HE,MECP2_19_CKO_HE,MECP2_20_T158A_HE,MECP2_21_T158A_HT,MECP2_22_KO_HE,MECP2_12_KO_HT_CYS,MECP2_12_KO_HT_Cort_H,MECP2_12_KO_HT_Cort_L,MECP2_12_KO_HT_RU486,MECP2_16_KO_HE_Cort_H,MECP2_16_KO_HE_Cort_L,MECP2_16_KO_HE_RU486,MECP2_5_KO_HE_DHF,MECP2_35_TG,MECP2_36_TG,MECP2_23_308T_HT,MECP2_24_308T_HE,MECP2_25_308T_HT_BDE47,MECP2_26_OE_HM,MECP2_27_KO_HT,MECP2_28_KO_HT,MECP2_29_KO_HT,MECP2_30_KO_HM,MECP2_30_KO_HM_ALC,MECP2_31_KO_HT,MECP2_31_KO_HT_ALC,MECP2_32_CKO_HE_PVN,MECP2_33_CKO_HE_SOMN,MECP2_36_TG_ASO1,MECP2_36_TG_ASO2,MECP2_36_TG_ASO3,MECP2_36_TG_ASO4,MECP2_36_TG_ASO5,MECP2_37_TG,MECP2_38_TG_Cre,MECP2_39_KI_R306C_HE,MECP2_40_KI_STOP_HE,MECP2_40_KI_STOP_HE_Avl-cre,MECP2_41_CKO_HE,MECP2_42_CKO_HE,MECP2_43_CKO_HT,MECP2_44_CKO_HT",11242118,"11242117,12160743,15351775,15977646,16467389,17913925,19225110,19812320,19998492,20007372,20138994,20163734,20392952,21068835,22119903,22127389,22186023,22194327,22231481,22249109,22343140,22378884,23026749,23227269,25088363,26158416,26590342,26605526,27293187",Mecp2 duplication caused intellectual disability and autism; restoration of MeCP2 copy number in the adult abrogates the symptoms of autism
Mus musculus,Mef2c,myocyte enhancer factor 2C,MEF2C,17260,http://www.informatics.jax.org/javawi2/servlet/WIFetch?page=markerDetail&key=15264,http://mouse.brain-map.org/brain/Mef2c.html?ispopup=48,"MEF2C_1_KO_HM,MEF2C_2_CN_KO_HM,MEF2C_3_CN_KO_HM,MEF2C_4_KO_HM,MEF2C_5_VP16_Tg",16106363,18599438,"Mef2c is required for the early development of the heart, it is not necessary for the formation of the heart after looping morphogenesis"
Mus musculus,Met,met proto-oncogene,MET,17259,http://www.informatics.jax.org/searches/allele_report.cgi?markerID=MGI:96969,http://mouse.brain-map.org/brain/Met.html?ispopup=49,"MET_5_CN_KO_HM,MET_6_GRB2_HM,MET_6_CN_KO_HM,MET_7_CN_KO_HT,MET_1_KO_HM,MET_2_KO_HT,MET_3_KI_Y1349F,MET_4_KI_N1358H",7651534,"150,707,431,852,489,000,000,000,000,000,000,000,000",Identified of a paracrine signalling system that regulates migration of myogenic precursor cells.
Mus musculus,Nbea,neurobeachin,NBEA,26422,http://www.informatics.jax.org/javawi2/servlet/WIFetch?page=markerDetail&key=43458,http://mouse.brain-map.org/brain/Nbea.html?ispopup=50,"NBEA_1_KO_HM,NBEA_2_GH240B_HT",19723784,23153818,"Novel function of Nbea at central synapses that may be based on its presumed role in targeting membrane proteins to synaptic contacts, and are consistent with the 'excitatory-inhibitory imbalance' model of autism where Nbea gene rearrangements have been detected in some patients."
Mus musculus,Nf1,neurofibramatosis 1,NF1,18015,http://www.informatics.jax.org/javawi2/servlet/WIFetch?page=markerDetail&key=11841,http://mouse.brain-map.org/brain/Nf1.html?ispopup=51,"NF1_6_KO_HM,NF1_7_KO_HT,NF1_5_CN_KO,NF1_4_N31_HT,NF1_4_N31_HT_IPA3,NF1_8_N31_HT_PAK1_KO,NF1_3_N31_HM,NF1_1_NLM_HM,NF1_2_NLM_HT",7926784,"112,795,211,129,751,000,000,000,000,000,000,000,000",New roles for NF1 in development and indicate that some of the abnormal growth phenomena observed in NF1 patients can be recapitulated in neurofibromin deficient mice.
Mus musculus,Nlgn1,neuroligin 1,NLGN1,192167,http://www.informatics.jax.org/javawi2/servlet/WIFetch?page=markerDetail&key=80317,http://mouse.brain-map.org/brain/Nlgn1.html?ispopup=52,"NLGN1_1_KO_ HM,NLGN1_2_Tg_HM,NLGN1_3_Tg_HM",16982420,"199,321,342,014,753,000,000,000","Neuroligins are required for proper synapse maturation and brain function, but not for the initial formation of synaptic contacts."
Mus musculus,Nlgn2,neuroligin 2,NLGN2,216856,http://www.informatics.jax.org/marker/MGI:2681835,http://mouse.brain-map.org/gene/show/85072,"NLGN2_1_KO_HM,NLGN2_2_KO_HT",22820233,,Support for the role of neurexins and neuroligins in physiology and behavior relevant to neurodevelopmental disorders
Mus musculus,Nlgn2,neuroligin 2,NLGN2,216856,http://www.informatics.jax.org/marker/MGI:2681835,http://mouse.brain-map.org/gene/show/85072,"NLGN2_1_KO_HM,NLGN2_2_KO_HT",22820233,,Support for the role of neurexins and neuroligins in physiology and behavior relevant to neurodevelopmental disorders
Mus musculus,Nlgn3,neuroligin 3,NLGN3,245537,http://www.informatics.jax.org/javawi2/servlet/WIFetch?page=markerDetail&key=85523,http://mouse.brain-map.org/brain/Nlgn3.html?ispopup=53,"NLGN3_1_KI_R451C,NLGN3_2_KO,NLGN3_4_KO,NLGN3_3_KI_R451C,NLGN3_10_cKO_D1-Cre,NLGN3_11_cKO_A2a-Cre,NLGN3_12_KI_R451C_D1-Cre,NLGN3_13_cKO_DS_Cre,NLGN3_14_cKO_NAc_Cre,NLGN3_15_cKO_D1-Cre_NAc_DIO-NL3,NLGN3_5_KO,NLGN3_6_KI_R451C,NLGN3_7_cKO_Nestin-Cre,NLGN3_8_cKO_L7-Cre,NLGN3_9_cKO_PV-Cre,NLGN3_1_KI_R451C_GEPH-GFP,NLGN3_1_KI_R451C_PSD95-GFP",17823315,"192,434,481,936,066,000,000,000,000,000,000,000,000,000,000,000",Mutant mice display impaired social interactions; increase in inhibitory synaptic transmission
Mus musculus,Nlgn3,neuroligin 3,NLGN3,245537,http://www.informatics.jax.org/javawi2/servlet/WIFetch?page=markerDetail&key=85523,http://mouse.brain-map.org/brain/Nlgn3.html?ispopup=53,"NLGN3_1_KI_R451C,NLGN3_2_KO,NLGN3_4_KO,NLGN3_3_KI_R451C,NLGN3_10_cKO_D1-Cre,NLGN3_11_cKO_A2a-Cre,NLGN3_12_KI_R451C_D1-Cre,NLGN3_13_cKO_DS_Cre,NLGN3_14_cKO_NAc_Cre,NLGN3_15_cKO_D1-Cre_NAc_DIO-NL3,NLGN3_5_KO,NLGN3_6_KI_R451C,NLGN3_7_cKO_Nestin-Cre,NLGN3_8_cKO_L7-Cre,NLGN3_9_cKO_PV-Cre,NLGN3_1_KI_R451C_GEPH-GFP,NLGN3_1_KI_R451C_PSD95-GFP",17823315,"192,434,481,936,066,000,000,000,000,000,000,000,000,000,000,000",Mutant mice display impaired social interactions; increase in inhibitory synaptic transmission
Mus musculus,Nlgn4x,neuroligin 4-like,NLGN4X,100113365,http://www.informatics.jax.org/javawi2/servlet/WIFetch?page=markerDetail&key=321089,http://mouse.brain-map.org/brain/Nlgn4l.html?ispopup=54,"NLGN4X_1_KO_HM,NLGN4X_2_KO_HM,NLGN4X_3_KO_HT",18227507,22989184,Selective deficit in reciprocal social interaction and communication modeling ASD
Mus musculus,Npas2,neuronal PAS domain protein 2,NPAS2,18143,http://www.informatics.jax.org/javawi2/servlet/WIFetch?page=markerDetail&key=30995,http://mouse.brain-map.org/brain/Npas2.html?ispopup=56,NPAS2_1_KO_HM,10864874,"1,284,339,716,636,270",Npas2 may serve a dedicated regulatory role in the acquisition of specific types of memory
Mus musculus,Nr3c2,"nuclear receptor subfamily 3, group C, member 2",NR3C2,110784,http://www.informatics.jax.org/marker/MGI:99459,http://mouse.brain-map.org/brain/Nr3c2.html?ispopup=25,"NR3C2_1_cKO_CaMK-Cre,NR3C2_2_Tg",16368758,24465979,The mutant mice show impaired learning of the water-maze task and deficits in measures of working memory on the radial maze due to behavioral perseverance and stereotypy.
Mus musculus,Nrcam,neuron-glia-CAM-related cell adhesion molecule,NRCAM,319504,http://www.informatics.jax.org/javawi2/servlet/WIFetch?page=markerDetail&key=25010,http://mouse.brain-map.org/brain/Nrcam.html?ispopup=57,NRCAM_1_KO_HM,19540269,,Evidence that Nrcam mediates domains of function relevant to symptoms observed in autism
Mus musculus,Nrg1,neuregulin 1,NRG1,211323,http://www.informatics.jax.org/marker/MGI:96083,http://mouse.brain-map.org/gene/show/84285,NRG1_1_KO_HT,19643092,,Mice had impairments in a subset of behavioral and electrophysiological tasks relevant to the negative/cognitive symptom domains of schizophrenia that are thought to be influenced by glutamatergic and dopaminergic neurotransmission
Mus musculus,Nrp2,neuropilin 2,NRP2,18187,http://www.informatics.jax.org/javawi2/servlet/WIFetch?page=markerDetail&key=34557,http://mouse.brain-map.org/brain/Nrp2.html?ispopup=58,"NRP2_1_KO_HM,NRP2_2_KO_HT,NRP2_3_KO_HM,NRP2_4_KO_HT",10707970,18657176,"Npn-1 and Npn-2 are required for development of an overlapping, but largely distinct, set of CNS and PNS projections"
Mus musculus,Nrxn1,Neurexin 1,NRXN1,18189,http://www.informatics.jax.org/javawi2/servlet/WIFetch?page=markerDetail&key=33435,http://mouse.brain-map.org/brain/Nrxn1.html?ispopup=59,"NRXN1_1_KO_HM,NRXN1_1_HM",9430716,19822762,Neurexin I alpha pathway contributes to the Ca(2+)-dependent action of alpha-latrotoxin
Mus musculus,Nrxn1,Neurexin 1,NRXN1,18189,http://www.informatics.jax.org/javawi2/servlet/WIFetch?page=markerDetail&key=33435,http://mouse.brain-map.org/brain/Nrxn1.html?ispopup=59,"NRXN1_1_KO_HM,NRXN1_1_HM",9430716,19822762,Neurexin I alpha pathway contributes to the Ca(2+)-dependent action of alpha-latrotoxin
Mus musculus,Nrxn2,Neurexin 2,NRXN2,18190,http://www.informatics.jax.org/marker/MGI:1096362,,"Nrxn2_1_KO_HM,Nrxn2_2_KO_HM,Nrxn2_3_KO_HT",25423136,25745399,"Neurexin null mice have deficiencies is social interaction and display increased anxiety in some behavioral tasks. Increased repetitive behavior has been noted in females only, indicating some sexually dimorphic phenotypes"
Mus musculus,Ntng1,Netrin G1,NTNG1,80883,http://www.informatics.jax.org/javawi2/servlet/WIFetch?page=markerDetail&key=64160,http://mouse.brain-map.org/brain/Ntng1.html?ispopup=60,NTNG1_1_KO_HM,17785411,,Instructive role for axon-derived factors in the segmental differentiation of target dendrites
Mus musculus,Ophn1,Oligophrenin 1,OPHN1,94190,http://www.informatics.jax.org/javawi2/servlet/WIFetch?page=markerDetail&key=76713,http://mouse.brain-map.org/brain/Ophn1.html?ispopup=62,OPHN1_1_KO_HM,17728457,,Ophn1 controls the maturation of dendritic spines either by maintaining the density of mature spines or by limiting the extension of new filopodia
Mus musculus,Oprm1,"opioid receptor, mu 1",OPRM1,18390,http://www.informatics.jax.org/marker/MGI:97441,http://mouse.brain-map.org/experiment/show?id=69860840,"OPRM1_1_HM_KO,OPRM1_1_HM_KO_OXT,OPRM1_1_HM_KO_2LM",25225634,,Oprm1 is involved in G-protein coupled receptor activity and voltage-gated calcium channel activity; mice with homozygous null Oprm1 deletion have deficits in sociability and communication;
Mus musculus,Oxt,oxytocin,OXT,18429,http://www.informatics.jax.org/marker/MGI:97453,http://www.brain-map.org/highlights/21389,"OXT_1_KO_HM,OXT_1_KO_HM_AVP,OXT_1_KO_HM_OTA,OXT_1_KO_HM_Oxt,OXT_2_KO_HM,OXT_2_KO_HM_AM251,OXT_2_KO_HM_PREGNANT",10888874,18655871,Male mutant mice lacking the Oxt gene model deficits in social memory
Mus musculus,Oxtr,Oxytocin receptor,OXTR,18430,http://www.informatics.jax.org/javawi2/servlet/WIFetch?page=markerDetail&key=30910,http://mouse.brain-map.org/brain/Oxtr.html?ispopup=63,"OXTR_1_KO_HM,OXTR_2_KO_HM,OXTR_3_CKO_HM,OXTR_4_KO_HM,OXTR_1_KO_HM_AVP,OXTR_1_KO_HM_OT,OXTR_5_KO_HM,OXTR_10_CN_KO_VnSb,OXTR_11_CN_KO_DrRN,OXTR_6_WT_OTANT,OXTR_7_CN_KO_NAc,OXTR_8_CN_KO_Presynap,OXTR_9_CN_KO_ACC",16249339,"18,356,275,185,209,900,000,000,000,000,000",OXTR plays a critical role in regulating several aspects of social behavior and may have important implications for developmental psychiatric disorders characterized by deficits in social behavior
Mus musculus,P2rx4,"purinergic receptor P2X, ligand-gated ion channel 4",P2RX4,18438,,,"P2RX4_1_KO_HM,P2RX4_2_KO_HT",23604007,,
Mus musculus,Pafah1b1,"platelet-activating factor acetylhydrolase, isoform 1b, subunit 1",PAFAH1B1,18472,http://www.informatics.jax.org/marker/MGI:109520,http://mouse.brain-map.org/gene/show/18238,"PAFAH1B1_1_KO_HT,PAFAH1B1_2_CN_KO_HM",23483716,,PAFAH1B1 playes prominently in dendritic filopodia dynamics and spine turnover implicating reduced dendritic spine density as contributing to developmental autistic-like behavior
Mus musculus,Park2,"Parkinson disease (autosomal recessive, juvenile) 2, parkin",PARK2,50873,http://www.informatics.jax.org/javawi2/servlet/WIFetch?page=markerDetail&key=46151,http://mouse.brain-map.org/brain/Park2.html?ispopup=64,PARK2_1_KO_HM,17412759,,Elucidate the role of impairment of mitochondrial function in Parkinson Disease pathogenesis
Rattus norvegicus,Pax6,paired box 6,PAX6,25509,,,"R_PAX6_1_KO_HT,R_PAX6_1_KO_HT_CLOZ",21203536,,Modulation of Pax6 expression in the developing rat brain causes changes in the development of the glutamatergic interneurons in the brain
Mus musculus,Pcdh10,protocadherin 10,PCDH10,18526,http://www.informatics.jax.org/javawi2/servlet/WIFetch?page=markerDetail&key=40731,http://mouse.brain-map.org/brain/Pcdh10.html?ispopup=65,PCDH10_1_HM,17721516,,Protocadherin is essential for both elongation of striatal axons and patterning of the putative guidance cues for thalamocortical projections
Mus musculus,Per1,Period homolog 1,PER1,18626,http://www.informatics.jax.org/javawi2/servlet/WIFetch?page=markerDetail&key=33867,http://mouse.brain-map.org/brain/Per1.html?ispopup=66,PER1_1_KO_HM,11389837,,Complementary roles of genes in mouse clock mechanism
Mus musculus,Pitx1,paired-like homeodomain transcription factor 1,PITX1,18740,http://www.informatics.jax.org/javawi2/servlet/WIFetch?page=markerDetail&key=28475,http://mouse.brain-map.org/brain/Pitx1.html?ispopup=68,PITX1_1_KO_HM,10101115,,The dual role of Ptx1 revealed by the gene knockout may reflect features of the mammalian jaw and hindlimbs that were acquired at a similar time during tetrapod evolution.
Mus musculus,Plaur,"plasminogen activator, urokinase receptor",PLAUR,18793,http://www.informatics.jax.org/javawi2/servlet/WIFetch?page=markerDetail&key=12375,http://mouse.brain-map.org/brain/Plaur.html?ispopup=69,PLAUR_1_KO_HM,12533622,,"Alteration of development of cortical interneurons in a region- and cell subtype-specific manner, with deficits leading to long-lasting changes in circuit organization and behavior."
Mus musculus,Pln,Phospholamban,PLN,18821,http://www.informatics.jax.org/javawi2/servlet/WIFetch?page=markerDetail&key=12389,http://mouse.brain-map.org/brain/Pln.html?ispopup=70,Pln_1_KO_HM,8062415,,Phospholamban acts as a critical repressor of basal myocardial contractility and may be the key phosphoprotein in mediating the heart's contractile responses to beta-adrenergic agonists.
Mus musculus,Pou3f2,POU domain class 3 transcription factor 2,POU3F2,18992,http://www.informatics.jax.org/marker/MGI:101895,,"POU3F2_1_KO_HM,POU3F2_2_KO_HT",26830142,26830142,"Pou3f2 null embryos have improper cortical lamination and die soon after birth, whereas heterozygous mice display changes to cortical thickness as well,  survive to adulthood and display impaired social behavior"
Mus musculus,Prickle1,prickle homolog 1 (Drosophila),PRICKLE1,106042,http://www.informatics.jax.org/marker/MGI:1916034,http://mouse.brain-map.org/gene/show/70207,"PRICKLE1_1_KO_HT,PRICKLE1_2_C251X_HT,PRICKLE1_3_F141S_HT,PRICKLE1_4_KO_HM,PRICKLE1_5_C251X_HM",21276947,,Prickle mutations have caused seizures throughout evolution
Mus musculus,Prickle2,prickle homolog 2 (Drosophila),PRICKLE2,166336,,,"PRICKLE2_1_KO_HT,PRICKLE2_2_KO_HM",21276947,23711981,Prickle mutations have caused seizures throughout evolution
Mus musculus,Prkcb,"Protein Kinase C, beta",PRKCB,18751,http://www.informatics.jax.org/javawi2/servlet/WIFetch?page=markerDetail&key=12355,http://mouse.brain-map.org/brain/Prkcb.html?ispopup=71,PRKCB_1_KO_HM,8670417,,PKC-betaI and PKC-betaII play an important role in B cell activation and may be functionally linked to Bruton's tyrosine kinase in antigen receptor-mediated signal transduction
Mus Musculus,Prkdc,"Protein kinase, DNA activated, catalytic peptide",PRKDC,19090,http://www.informatics.jax.org/allele/MGI:1857113,http://mouse.brain-map.org/experiment/69817330,"Prkdc_1_SP_HM,Prkdc_1_SP_HM_lymphocytes",27409813,,Prkdc null mice display severe combined immunodeficiency (SCID) and have no functional B or T cells as the DNA repair and non homologous end joining (NHEJ) function of the PRKDC protein is needed for reaarangement of genes that encode antigen- specific  immune receptors
Mus musculus,Ptchd1,Patched domain containing 1,PTCHD1,211612,http://www.informatics.jax.org/marker/MGI:2685233,,"PTCHD1_1_KO_HE,PTCHD1_1_KO_HE_amphetamine,PTCHD1_1_KO_HE_EBIO,PTCHD1_2_CKO_HE_SSTN,PTCHD1_3_CKO_HE",27007844,,"Ptchd1 null mice (males with Ptchd1 knocked out are also null) have increased hyperactivity, aggression and impaired learning in fear conditioning and passive avoidance paradigms. The null mice show abnormalities attributed to the thalamic nuclei networks, including changes in NREMS sleep pattern and sensory-evoked inhibition. Specific changes in neurophysiology of thalamic reticular and geniculate neurons is also reported."
Mus musculus,Pten,phosphatase and tensin homolog,PTEN,19211,http://www.informatics.jax.org/javawi2/servlet/WIFetch?page=markerDetail&key=31908,http://mouse.brain-map.org/brain/Pten.html?ispopup=72,"PTEN_1_CKO_HM,PTEN_1_CKO_HM_Rapamycin-1,PTEN_1_CKO_HM_Rapamycin-2,PTEN_2_CKO_HT,PTEN_3_CKO_HM,PTEN_6_KO_HT,PTEN_7_CKO_HM,PTEN_4_KI_ M3M4_HM,PTEN_5_KI_M3M4_HT,PTEN_8_CKO_HM,PTEN_10_CKO_HM,PTEN_11_CKO_HM,PTEN_12_CKO_HM,PTEN_13_CKO_HT,PTEN_14_CKO_HT,PTEN_15_CKO_HT,PTEN_16_CKO_HT,PTEN_9_CKO_HM,PTEN_17_CKO_HM",16675393,"2,290,002,423,487,780,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",Mutant mice display abnormal social interaction and exaggerated responses to sensory stimuli.
Mus musculus,Pvalb,Parvalbumin,PVALB,19293,http://www.informatics.jax.org/marker/MGI:97821,,"PVALB_1_KO_HM,PVALB_2_KO_HT,PVALB_3_KO_HM_PTZ",25756808,,Parvalbumin null mice have behavioral deficits in social interaction including ultrasonic vocalization during social interaction.
Mus musculus,Rai1,retinoic acid induced 1,RAI1,19377,http://www.informatics.jax.org/javawi2/servlet/WIFetch?page=markerDetail&key=23272,http://mouse.brain-map.org/brain/Rai1.html?ispopup=73,"RAI1_1_KO_HM,RAI1_2_KO_HT",15746153,,"Rai1 haploinsufficiency is responsible for obesity and craniofacial phenotypes in mice with Smith Magenis Syndrome deletions, and indicate Rai1 is important for embryonic and postnatal developments."
Mus musculus,Rapgef4,Rap guanine nucleotide exchange factor (GEF) 4,RAPGEF4,56508,http://www.informatics.jax.org/javawi2/servlet/WIFetch?page=markerDetail&key=54453,http://mouse.brain-map.org/brain/Rapgef4.html?ispopup=74,RAPGEF4_1_KO_HM,18040047,,"Epac2/Rap1 signaling is essential in regulation of insulin granule dynamics by cAMP, most likely by controlling granule density near the plasma membrane."
Mus musculus,Rasd1,"RAS, dexamethasone induced 1",RASD1,19416,http://www.informatics.jax.org/marker/MGI:1270848,,"Rasd1_1_KO_HM,Rasd1_2_KO_HT",23703963,,
Mus musculus,Rbfox1,"RNA binding protein, fox-1 homolog",RBFOX1,268859,http://www.informatics.jax.org/javawi2/servlet/WIFetch?page=markerDetail&key=48408,http://mouse.brain-map.org/brain/Rbfox1.html?ispopup=96,"RBFOX1_1_CN_KO_HM,RBFOX1_2_CN_KO_HT",21623373,,Rbfox1 knockout mice provide a new model to study the post-transcriptional regulation of synaptic function.
Mus musculus,Reln,Reelin,RELN,19699,http://www.informatics.jax.org/javawi2/servlet/WIFetch?page=markerDetail&key=22924,http://mouse.brain-map.org/brain/Reln.html?ispopup=75,"RELN_1_SM_HM,RELN_2_SM_HM,RELN_3_SM_HT,RELN_3_SM_HT_Estradiol-M,RELN_3_SM_HT_Flutamide,RELN_3_SM_HT_Tamoxifen-F,RELN_3_SM_HT_Tamoxifen-M,RELN_4_KO_HT,RELN_4_KO_HT_CPO",11580894,"1,467,484,515,949,220,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000","Homozygous reeler mice show decreased brain volume, increased volume of the ventricles and a severe defects in cerebellar foliation and reduced number of Purkinje cells. They also show morphological abnormalities in the hippocampus and disorganized amygdala, because of abnormal neuronal migration in these regions as well as in the cerebellum.  These brain defects give rise to ataxia and severe problems with motor coordination."
Mus musculus,Rps6ka3,ribosomal protein S6 kinase polypeptide 3,RPS6KA3,110651,http://www.informatics.jax.org/marker/MGI:104557,http://mouse.brain-map.org/gene/show/74807,RPS6KA3_1_KO,23742761,,"RSK2 loss-of-function is associated in the dentate gyrus with multi-level alterations that encompass modifications of glutamate receptor channel properties, synaptic transmission, plasticity-associated gene expression and spine morphology, providing novel insights into the mechanisms contributing to cognitive impairments in CLS"
Mus musculus,Scn1a,"sodium channel, voltage-gated, type I, alpha",SCN1A,20265,http://www.informatics.jax.org/javawi2/servlet/WIFetch?page=markerDetail&key=13349,http://mouse.brain-map.org/brain/Scn1a.html?ispopup=76,"SCN1A_5_KO_HM,SCN1A_6_KO_HT,SCN1A_1_R1407X_KI_HM,SCN1A_2_R1407X_KI_HT,SCN1A_3_R1407X_KI_HM,SCN1A_4_R1407X_KI_HT,SCN1A_7_R1648H_HT,SCN1A_6_KO_HT_CLZ,SCN1A_8_CN_KO_HT,SCN1A_10_cKO_HT-SSTN,SCN1A_11_cKO_HT-PVN_SSTN,SCN1A_12_cKO_HT-PVN,SCN1A_13_cKO_HT-SSTN,SCN1A_14_cKO_HT-PVN_SSTN,SCN1A_15_cKO_HM-PVN,SCN1A_16_cKO_HM-SSTN,SCN1A_17_cKO_HM-PVN_SSTN,SCN1A_9_cKO_HT-PVN",17537961,"16,921,370,211,562,000,000,000,000,000,000","Scn1a plays critical roles in the spike output from PV interneurons and, furthermore, that the specifically altered function of these inhibitory circuits may contribute to epileptic seizures"
Mus musculus,Scn1a,"sodium channel, voltage-gated, type I, alpha",SCN1A,20265,http://www.informatics.jax.org/javawi2/servlet/WIFetch?page=markerDetail&key=13349,http://mouse.brain-map.org/brain/Scn1a.html?ispopup=76,"SCN1A_5_KO_HM,SCN1A_6_KO_HT,SCN1A_1_R1407X_KI_HM,SCN1A_2_R1407X_KI_HT,SCN1A_3_R1407X_KI_HM,SCN1A_4_R1407X_KI_HT,SCN1A_7_R1648H_HT,SCN1A_6_KO_HT_CLZ,SCN1A_8_CN_KO_HT,SCN1A_10_cKO_HT-SSTN,SCN1A_11_cKO_HT-PVN_SSTN,SCN1A_12_cKO_HT-PVN,SCN1A_13_cKO_HT-SSTN,SCN1A_14_cKO_HT-PVN_SSTN,SCN1A_15_cKO_HM-PVN,SCN1A_16_cKO_HM-SSTN,SCN1A_17_cKO_HM-PVN_SSTN,SCN1A_9_cKO_HT-PVN",17537961,"16,921,370,211,562,000,000,000,000,000,000","Scn1a plays critical roles in the spike output from PV interneurons and, furthermore, that the specifically altered function of these inhibitory circuits may contribute to epileptic seizures"
Mus musculus,Scn2a,"sodium channel, voltage-gated, type II, alpha I",SCN2A,110876,http://www.informatics.jax.org/javawi2/servlet/WIFetch?page=markerDetail&key=13351,http://mouse.brain-map.org/brain/Scn2a.html?ispopup=77,"SCN2A_1_KO_HM,SCN2A_2_KO_HT,SCN2A_3_Q54_HM",10827969,21156207,"Scn2a expression is, therefore, redundant for embryonic development but essential for postnatal survival"
Mus musculus,Scn8a,"sodium channel, voltage-gated, type VIII, alpha",SCN8A,20273,http://www.informatics.jax.org/javawi2/servlet/WIFetch?page=markerDetail&key=23122,http://mouse.brain-map.org/brain/Scn8a.html?ispopup=78,SCN8A_1_KO_HT,21156207,,Link between ion channel variants and monogenic seizures
Mus musculus,Sema5a,"Sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A",SEMA5A,20356,http://www.informatics.jax.org/javawi2/servlet/WIFetch?page=markerDetail&key=41089,http://mouse.brain-map.org/brain/Sema5a.html?ispopup=79,SEMA5A_1_KO_HM,15743826,,Identification of a role for Sema5A in the regional patterning of the vasculature
Mus musculus,Shank1,SH3/ankyrin domain gene 1,SHANK1,243961,http://www.informatics.jax.org/javawi2/servlet/WIFetch?page=markerDetail&key=158920,http://mouse.brain-map.org/brain/Shank1.html?ispopup=80,"SHANK1_1_KO_HM,SHANK1_2_KO_HT",18272690,21695253,"Shank1 null mice do not demonstrate autism-relevant social interaction deficits, but confirm and extend a role for Shank1 in motor functions."
Mus musculus,Shank2,SH3/ankyrin domain gene 2,SHANK2,210274,http://www.informatics.jax.org/marker/MGI:2671987,http://mouse.brain-map.org/gene/show/84192,"SHANK2_1_KO_HM,SHANK2_2_KO_HT,SHANK2_3_KO_HM,SHANK2_3_KO_HM_CDPPB_H,SHANK2_3_KO_HM_CDPPB_L,SHANK2_3_KO_HM_DCS,SHANK2_4_KO_HT,SHANK2_5_KO_HM,SHANK2_5_KO_HM_CQ",22699619,"2,269,962,025,981,740",Different abnormalities in synaptic glutamate receptor expression can cause alterations in social interactions and communication
